timestamp,probe_id,edge_id,approach_edge,lane_id,speed_mps,acceleration_mps2,distance_to_stopline_m
1.0,f_1i_left_9.0,1i,1i,1i_2,19.44,0.0,474.59
2.0,f_1i_left_9.0,1i,1i,1i_2,18.8712,-0.5688,455.7188
3.0,f_1i_left_9.0,1i,1i,1i_2,18.4872,-0.384,437.2316
4.0,f_1i_left_9.0,1i,1i,1i_2,18.9464,0.4593,418.2852
5.0,f_1i_left_9.0,1i,1i,1i_2,18.4462,-0.5003,399.839
6.0,f_1i_left_9.0,1i,1i,1i_2,19.1615,0.7154,380.6775
7.0,f_1i_left_9.0,1i,1i,1i_2,18.721,-0.4406,361.9565
8.0,f_1i_left_9.0,1i,1i,1i_2,18.6695,-0.0515,343.287
9.0,f_1i_left_9.0,1i,1i,1i_2,19.2415,0.572,324.0455
10.0,f_1i_left_9.0,1i,1i,1i_2,18.2421,-0.9994,305.8034
11.0,f_1i_left_9.0,1i,1i,1i_2,19.1723,0.9302,286.6311
12.0,f_1i_left_9.0,1i,1i,1i_2,18.4725,-0.6998,268.1586
13.0,f_1i_left_9.0,1i,1i,1i_2,18.5224,0.05,249.6362
14.0,f_1i_left_9.0,1i,1i,1i_2,18.4665,-0.0559,231.1697
15.0,f_1i_left_9.0,1i,1i,1i_2,18.312,-0.1545,212.8577
16.0,f_1i_left_9.0,1i,1i,1i_2,18.9633,0.6513,193.8944
17.0,f_1i_left_9.0,1i,1i,1i_2,18.784,-0.1792,175.1104
18.0,f_1i_left_9.0,1i,1i,1i_2,19.0783,0.2943,156.0321
19.0,f_1i_left_9.0,1i,1i,1i_2,19.4348,0.3565,136.5973
20.0,f_1i_left_9.0,1i,1i,1i_2,19.1901,-0.2448,117.4072
21.0,f_1i_left_9.0,1i,1i,1i_2,18.5946,-0.5955,98.8126
22.0,f_1i_left_9.0,1i,1i,1i_2,19.3658,0.7712,79.4468
23.0,f_1i_left_9.0,1i,1i,1i_2,18.7192,-0.6466,60.7276
24.0,f_1i_left_9.0,1i,1i,1i_2,17.2192,-1.5,43.5084
25.0,f_1i_left_9.0,1i,1i,1i_2,14.5015,-2.7177,29.0069
26.0,f_1i_left_9.0,1i,1i,1i_2,11.5015,-3.0,17.5054
27.0,f_1i_left_9.0,1i,1i,1i_2,8.5015,-3.0,9.004
28.0,f_1i_left_9.0,1i,1i,1i_2,5.5015,-3.0,3.5025
29.0,f_1i_left_9.0,1i,1i,1i_2,2.5015,-3.0,1.001
30.0,f_1i_left_9.0,1i,1i,1i_2,0.0,-2.5015,1.001
31.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
32.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
33.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
34.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
35.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
36.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
37.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
38.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
39.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
40.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
41.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
42.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
43.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
44.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
45.0,f_1i_left_9.0,1i,1i,1i_2,0.0,0.0,1.001
