timestamp,probe_id,edge_id,approach_edge,lane_id,speed_mps,acceleration_mps2,distance_to_stopline_m
138.0,f_1i_left_9.3,1i,1i,1i_2,27.77,0.0,483.3
139.0,f_1i_left_9.3,1i,1i,1i_2,27.3945,-0.3755,455.9055
140.0,f_1i_left_9.3,1i,1i,1i_2,26.1274,-1.267,429.7781
141.0,f_1i_left_9.3,1i,1i,1i_2,27.6555,1.5281,402.1226
142.0,f_1i_left_9.3,1i,1i,1i_2,27.6986,0.0431,374.424
143.0,f_1i_left_9.3,1i,1i,1i_2,26.8729,-0.8256,347.5511
144.0,f_1i_left_9.3,1i,1i,1i_2,27.5189,0.646,320.0322
145.0,f_1i_left_9.3,1i,1i,1i_2,26.8466,-0.6723,293.1856
146.0,f_1i_left_9.3,1i,1i,1i_2,27.2953,0.4487,265.8902
147.0,f_1i_left_9.3,1i,1i,1i_2,27.4837,0.1884,238.4066
148.0,f_1i_left_9.3,1i,1i,1i_2,27.1486,-0.3351,211.258
149.0,f_1i_left_9.3,1i,1i,1i_2,26.3926,-0.756,184.8654
150.0,f_1i_left_9.3,1i,1i,1i_2,26.9669,0.5744,157.8985
151.0,f_1i_left_9.3,1i,1i,1i_2,26.8323,-0.1347,131.0663
152.0,f_1i_left_9.3,1i,1i,1i_2,24.6313,-2.201,106.435
153.0,f_1i_left_9.3,1i,1i,1i_2,21.8313,-2.8,84.6037
154.0,f_1i_left_9.3,1i,1i,1i_2,19.1352,-2.6961,65.4684
155.0,f_1i_left_9.3,1i,1i,1i_2,16.3352,-2.8,49.1332
156.0,f_1i_left_9.3,1i,1i,1i_2,13.8738,-2.4615,35.2594
157.0,f_1i_left_9.3,1i,1i,1i_2,11.0738,-2.8,24.1856
158.0,f_1i_left_9.3,1i,1i,1i_2,8.2738,-2.8,15.9119
159.0,f_1i_left_9.3,1i,1i,1i_2,5.4738,-2.8,10.4381
160.0,f_1i_left_9.3,1i,1i,1i_2,2.6738,-2.8,7.7643
161.0,f_1i_left_9.3,1i,1i,1i_2,2.7371,0.0633,5.0272
162.0,f_1i_left_9.3,1i,1i,1i_2,0.0145,-2.7226,5.0128
163.0,f_1i_left_9.3,1i,1i,1i_2,0.0054,-0.009,5.0073
164.0,f_1i_left_9.3,1i,1i,1i_2,0.0031,-0.0023,5.0042
165.0,f_1i_left_9.3,1i,1i,1i_2,0.0018,-0.0013,5.0024
166.0,f_1i_left_9.3,1i,1i,1i_2,0.0004,-0.0014,5.002
167.0,f_1i_left_9.3,1i,1i,1i_2,0.0,-0.0004,5.002
168.0,f_1i_left_9.3,1i,1i,1i_2,0.0,0.0,5.002
169.0,f_1i_left_9.3,1i,1i,1i_2,1.6098,1.6098,3.3922
170.0,f_1i_left_9.3,:0_11,1i,:0_11_0,4.6382,3.0283,
171.0,f_1i_left_9.3,:0_11,1i,:0_11_0,6.9675,2.3293,
172.0,f_1i_left_9.3,:0_15,1i,:0_15_0,9.3224,2.3549,
173.0,f_1i_left_9.3,4o,1i,4o_0,9.1434,-0.1791,
174.0,f_1i_left_9.3,4o,1i,4o_0,11.2655,2.1221,
175.0,f_1i_left_9.3,4o,1i,4o_0,14.5814,3.3159,
176.0,f_1i_left_9.3,4o,1i,4o_0,16.8512,2.2698,
177.0,f_1i_left_9.3,4o,1i,4o_0,18.9336,2.0824,
178.0,f_1i_left_9.3,4o,1i,4o_0,21.0163,2.0827,
179.0,f_1i_left_9.3,4o,1i,4o_0,22.8479,1.8316,
180.0,f_1i_left_9.3,4o,1i,4o_0,24.7776,1.9297,
181.0,f_1i_left_9.3,4o,1i,4o_0,27.2633,2.4857,
182.0,f_1i_left_9.3,4o,1i,4o_0,26.9719,-0.2914,
183.0,f_1i_left_9.3,4o,1i,4o_0,26.321,-0.6509,
184.0,f_1i_left_9.3,4o,1i,4o_0,26.916,0.595,
185.0,f_1i_left_9.3,4o,1i,4o_0,26.1826,-0.7334,
186.0,f_1i_left_9.3,4o,1i,4o_0,26.181,-0.0016,
187.0,f_1i_left_9.3,4o,1i,4o_0,26.6789,0.4979,
188.0,f_1i_left_9.3,4o,1i,4o_0,27.3093,0.6304,
189.0,f_1i_left_9.3,4o,1i,4o_0,26.9196,-0.3897,
190.0,f_1i_left_9.3,4o,1i,4o_0,26.5452,-0.3745,
191.0,f_1i_left_9.3,4o,1i,4o_0,27.3092,0.764,
